abandon,freedom from artificial constraint
wax,"a fatty , solid substance , produced by bees , and employed by them in the construction of their comb"
way,length of space
weakness,lack of vigor
wealth,a comparative abundance of things which are objects of human desire
weapon,an instrument of offensive of defensive combat
wear,consumption by use
weariness,exhaustion of strength
wearing,the manner in which a thing wears
weather,meteorological change
weaving,"an incessant motion of a horse ' s head , neck , and body , from side to side , fancied to resemble the motion of a hand weaver in throwing the shuttle"
web,that which is woven
wedding,marriage
weed,an upper or outer garment
weekly,"a publication issued once in seven days , or appearing once a week"
weeping,the act of one who weeps
weep,the wipe
weigh,an english measure of weight
weight,the quantity of heaviness
welcome,salutation to a newcomer
welfare,well - doing or well - being in any respect
well,a fountain
wench,"a low , vicious young woman"
west,the point in the heavens where the sun is seen to set at the equinox
westward,the western region or countries
wet,a dram
wharf,"a structure or platform of timber , masonry , iron , earth , or other material , built on the shore of a harbor , river , canal , or the like , and usually extending from the shore to deep water , so that vessels may lie close alongside to receive and discharge cargo , passengers , etc"
wheat,"a cereal grass and its grain , which furnishes a white flour for bread , and , next to rice , is the grain most largely used by the human race"
wheel,an instrument of torture formerly used
wherefore,the reason why
whim,"a large capstan or vertical drum turned by horse power or steam power , for raising ore or water , etc"
whip,"an instrument or driving horses or other animals , or for correction , consisting usually of a lash attached to a handle , or of a handle and lash so combined as to form a flexible rod"
whirl,"a revolving hook used in twisting , as the hooked spindle of a rope machine , to which the threads to be twisted are attached"
whirlwind,a vortex of air
whiskey,a light carriage built for rapid motion
whisper,"a low , soft , sibilant voice or utterance , which can be heard only by those near at hand"
whistle,"a sharp , shrill , more or less musical sound , made by forcing the breath through a small orifice of the lips , or through or instrument which gives a similar sound"
whit,a bit
whiteness,paleness
white,the color of pure snow
whole,a regular combination of parts
wholesale,"sale of goods by the piece or large quantity , as distinguished from retail"
wickedness,evil disposition or practices
widow,one living bereaved of a husband
width,breadth
wife,a married woman
wig,"a covering for the head , consisting of hair interwoven or united by a kind of network , either in imitation of the natural growth , or in abundant and flowing curls , worn to supply a deficiency of natural hair , or for ornament , or according to traditional usage , as a part of an official or professional dress , the latter especially in england by judges and barristers"
wild,an uninhabited and uncultivated tract or region
wilderness,a wild
willingness,readiness of the mind to do or forbear
wind,"breath modulated by the respiratory and vocal organs , or by an instrument"
winding,a turn or turning
wine,intoxication
wing,one of the large pectoral fins of the flying fishes
wink,a moment
winning,a new opening
winter,the season of the year in which the sun shines most obliquely upon any region
wipe,a gibe
wire,"a metallic substance formed to an even thread by being passed between grooved rollers , or drawn through holes in a plate of steel"
wisdom,erudition
wish,petition
witchcraft,intercourse with evil spirits
witch,one who exercises more than common power of attraction
withdrawal,retreat
witness,that which furnishes evidence or proof
wit,understanding
woe,sorrow
wolf,"any very ravenous , rapacious , or destructive person or thing"
woman,a female attendant or servant
womanhood,womankind
womb,the uterus
wonder,a miracle
wont,custom
woodland,land covered with wood or trees
wood,the substance of trees and the like
wool,"a sort of pubescence , or a clothing of dense , curling hairs on the surface of certain plants"
