abandon,freedom from artificial constraint
trick,"a sly , dexterous , or ingenious procedure fitted to puzzle or amuse"
trifle,"a paltry , or trivial , affair"
trillion,a million millions
trim,der
trip,an excursion or jaunt
triumph,conquest
troop,"soldiers , collectively"
trot,"the pace of a horse or other quadruped , more rapid than a walk , but of various degrees of swiftness , in which one fore foot and the hind foot of the opposite side are lifted at the same time"
trouble,the state of being troubled
truce,an armistice
trumpet,"a wind instrument of great antiquity , much used in war and military exercises , and of great value in the orchestra"
trunk,"the body of an animal , apart from the head and limbs"
trust,exchange without immediate receipt of an equivalent
truth,fidelity
try,experiment
tub,"a kind of short cask , half barrel , or firkin , usually with but one head , -- used for various purposes"
tube,"a vessel in animal bodies or plants , which conveys a fluid or other substance"
tumult,agitation
tune,adjustment of the parts of an instrument so as to harmonize with itself or with others
tunnel,the opening of a chimney for the passage of smoke
turf,"that upper stratum of earth and vegetable mold which is filled with the roots of grass and other small plants , so as to adhere and form a kind of mat"
turmoil,harassing labor
turner,one whose occupation is to form articles with a lathe
turning,"the act of one who , or that which , turns"
turn,the act of turning
tutor,"one who guards , protects , watches over , or has the care of , some person or thing"
twelfth,one of twelve equal parts of one whole
twelve,"the sum of ten and two , or of twice six"
twentieth,one of twenty equal parts of one whole
twenty,"the sum of twelve and eight , or twice ten"
twilight,"the light perceived before the rising , and after the setting , of the sun , or when the sun is less than 18 ° below the horizon , occasioned by the illumination of the earth ' s atmosphere by the direct rays of the sun and their reflection on the earth"
twin,a sign and constellation of the zodiac
twinkle,a twinkling
twinkling,a moment
twist,a flexure
type,a token
tyranny,cruel government or discipline
tyrant,a usurper of sovereignty
ugly,"a shade for the face , projecting from the bonnet"
umbrella,"a shade , screen , or guard , carried in the hand for sheltering the person from the rays of the sun , or from rain or snow"
uncertainty,that which is uncertain
uncle,the brother of one ' s father or mother
underground,"a group or movement holding unorthodox views in an environment where conventional ideas dominate , as in artistic circles"
understanding,harmony
undertaking,"the act of one who undertakes , or engages in , any project or business"
uneasiness,restlessness
uniform,a dress of a particular style or fashion worn by persons in the same service or order by means of which they have a distinctive appearance
uniformity,the quality or state of being uniform
union,a league
unit,the least whole number
unity,the state of being one
universe,creation
university,"an institution organized and incorporated for the purpose of imparting instruction , examining students , and otherwise promoting education in the higher branches of literature , science , art , etc"
upper,a vamp
uproar,bustle and clamor
upset,an overturn
usage,customary mode of procedure
use,capability of being used
usefulness,advantage
user,one who uses
utility,usefulness
utmost,the most that can be
utterance,sale by offering to the public
vacancy,gap
vacation,holidays
vain,emptiness
vale,"a tract of low ground , or of land between hills"
valet,a male waiting servant
valley,"the strip of land at the bottom of the depressions intersecting a country , including usually the bed of a stream , with frequently broad alluvial plains on one or both sides of the stream"
valor,prowess
valuable,"a thing of value , especially a small thing , as an article of jewelry"
value,importance
valve,"one or more membranous partitions , flaps , or folds , which permit the passage of the contents of a vessel or cavity in one direction , but stop or retard the flow in the opposite direction"
vanish,"the brief terminal part of a vowel or vocal element , differing more or less in quality from the main part"
